order_id,item_price,quantity,item_cat,item_name,created_at,delivery_add1,delivery_add2,delivery_city,delivery_zip,delivery
ORD_00005,2.00,8,Beverage,"Sparkling Water 33cl",11:36:00,"7530 Elka Place",,Brooklyn,0005B,1
ORD_00005,12.00,3,Pizza,"Pizza Margherita Regular",11:36:00,"7530 Elka Place",,Brooklyn,0005B,1
ORD_00006,5.00,7,Side,Breadsticks,22:20:10,"7530 Elka Place",,Brooklyn,0005B,0
ORD_00006,7.00,10,Side,"Caesar Salad",22:20:10,"7530 Elka Place",,Brooklyn,0005B,0
ORD_00007,5.00,1,Dessert,"Chocolate Brownie",18:49:00,"30096 School Center",,Manhattan,0001M,1
ORD_00008,17.00,8,Pizza,"Pizza Pepperoni Large",10:30:20,"88 Hanover Drive",,Bronx,0004B,1
ORD_00008,6.00,9,Dessert,"Pistachio Ice Crearn",10:30:20,"88 Hanover Drive",,Bronx,0004B,1
ORD_00009,6.00,5,Dessert,"Chocolate Ice Cream",21:56:27,"038 Loftsgordon Way",,Queens,0007Q,0
ORD_00009,18.00,5,Pizza,"Pizza Napolitana Large",21:56:27,"038 Loftsgordon Way",,Queens,0007Q,0
ORD_00010,17.00,7,Pizza,"Pizza Seafood Regular",22:32:33,"178 Morning Place","Apt 1530",Bronx,0004B,0
ORD_00010,16.00,3,Pizza,"Pizza Quattro Formaggi Regular",22:32:33,"178 Morning Place","Apt 1530",Bronx,0004B,0
ORD_00010,3.00,3,Beverage,"7 Up 33cl",22:32:33,"178 Morning Place","Apt 1530",Bronx,0004B,0
ORD_00010,12.00,9,Pizza,"Pizza Margherita Regular",22:32:33,"178 Morning Place","Apt 1530",Bronx,0004B,0
ORD_00010,17.00,10,Pizza,"Pizza Hawaiian Large",22:32:33,"178 Morning Place","Apt 1530",Bronx,0004B,0
ORD_00011,2.00,10,Beverage,"Sparkling Water 33cl",11:51:25,"8 Kropf Crossing",,Manhattan,0001M,1
ORD_00011,14.00,5,Pizza,"Pizza Margherita Large",11:51:25,"8 Kropf Crossing",,Manhattan,0001M,1
ORD_00011,17.00,6,Pizza,"Pizza Pepperoni Large",11:51:25,"8 Kropf Crossing",,Manhattan,0001M,1
ORD_00011,18.00,5,Pizza,"Pizza Parmigiana Large",11:51:25,"8 Kropf Crossing",,Manhattan,0001M,1
ORD_00012,5.00,1,Dessert,"Chocolate Brownie",22:54:55,"95505 Oakridge Alley",,Brooklyn,0005B,1
ORD_00012,6.00,4,Dessert,"Vanilla Ice Cream",22:54:55,"95505 Oakridge Alley",,Brooklyn,0005B,1
ORD_00012,3.00,3,Beverage,"Coca Cola 33cl",22:54:55,"95505 Oakridge Alley",,Brooklyn,0005B,1
ORD_00013,7.00,8,Side,"Chicken Wings",22:35:32,"1 Almo Road",,Brooklyn,0005B,0
ORD_00013,15.00,6,Pizza,"Pizza Parmigiana Regular",22:35:32,"1 Almo Road",,Brooklyn,0005B,0
ORD_00013,17.00,10,Pizza,"Pizza Hawaiian Large",22:35:32,"1 Almo Road",,Brooklyn,0005B,0
ORD_00014,19.00,1,Pizza,"Pizza Diavola Large",19:57:59,"35722 Russell Street",,"Staten Island",0010SI,1
ORD_00014,16.00,5,Pizza,"Pizza Diavola Regular",19:57:59,"35722 Russell Street",,"Staten Island",0010SI,1
ORD_00014,16.00,1,Pizza,"Pizza Diavola Regular",19:57:59,"35722 Russell Street",,"Staten Island",0010SI,1
ORD_00014,18.00,1,Pizza,"Pizza Parmigiana Large",19:57:59,"35722 Russell Street",,"Staten Island",0010SI,1
ORD_00015,6.00,10,Side,"Garlic Bread",13:28:00,"86 Jay Alley",,Queens,0007Q,1
ORD_00015,20.00,8,Pizza,"Pizza Seafood Large",13:28:00,"86 Jay Alley",,Queens,0007Q,1
ORD_00016,17.00,3,Pizza,"Pizza Pepperoni Large",11:29:45,"5267 Melvin Pass",,Brooklyn,0005B,0
ORD_00016,12.00,4,Pizza,"Pizza Margherita Regular",11:29:45,"5267 Melvin Pass",,Brooklyn,0005B,0
ORD_00016,17.00,3,Pizza,"Pizza Hawaiian Large",11:29:45,"5267 Melvin Pass",,Brooklyn,0005B,0
ORD_00017,16.00,7,Pizza,"Pizza Diavola Regular",13:11:53,"473 Colorado Junction",,"Staten Island",0010SI,1
ORD_00018,3.00,5,Beverage,"Coca Cola 33cl",22:37:05,"13378 Hoepker Point",,Brooklyn,0005B,1
ORD_00018,2.00,3,Beverage,"Sparkling Water 33cl",22:37:05,"13378 Hoepker Point",,Brooklyn,0005B,1
ORD_00019,6.00,3,Dessert,"Strawberry Ice Cream",22:41:24,"79992 Bultman Pass",,Queens,0007Q,0
ORD_00019,6.00,5,Beverage,"7 Up 1.5l",22:41:24,"79992 Bultman Pass",,Queens,0007Q,0
ORD_00019,18.00,10,Pizza,"Pizza Napolitana Large",22:41:24,"79992 Bultman Pass",,Queens,0007Q,0
ORD_00019,6.00,8,Dessert,"Strawberry Ice Cream",22:41:24,"79992 Bultman Pass",,Queens,0007Q,0
ORD_00019,16.00,10,Pizza,"Pizza Napolitana Regular",22:41:24,"79992 Bultman Pass",,Queens,0007Q,0
ORD_00019,17.00,9,Pizza,"Pizza Hawaiian Large",22:41:24,"79992 Bultman Pass",,Queens,0007Q,0
ORD_00020,6.00,1,Beverage,"Coca Cola 1.5l",20:54:31,"5170 Armistice Hill","Room 589","Staten Island",0010SI,0
ORD_00023,7.00,3,Side,"Chicken Wings",21:17:49,"6241 Artisan Center","Apt 424",Queens,0007Q,0
ORD_00023,3.00,10,Beverage,"Diet Coke 33cl",21:17:49,"6241 Artisan Center","Apt 424",Queens,0007Q,0
ORD_00023,4.00,7,Beverage,"Sparkling Water 1.5l",21:17:49,"6241 Artisan Center","Apt 424",Queens,0007Q,0
ORD_00023,3.00,3,Beverage,"Diet Coke 33cl",21:17:49,"6241 Artisan Center","Apt 424",Queens,0007Q,0
ORD_00024,14.00,2,Pizza,"Pizza Margherita Large",22:50:26,"71388 Ridgeview Point",,Brooklyn,0005B,1
ORD_00024,19.00,5,Pizza,"Pizza Diavola Large",22:50:26,"71388 Ridgeview Point",,Brooklyn,0005B,1
ORD_00025,6.00,8,Dessert,"Chocolate Ice Cream",11:00:04,"79992 Bultman Pass",,Queens,0007Q,1
ORD_00025,4.00,9,Beverage,"Sparkling Water 1.5l",11:00:04,"79992 Bultman Pass",,Queens,0007Q,1
ORD_00026,7.00,3,Dessert,"Banoffee Pie",20:25:04,"038 Loftsgordon Way",,Queens,0007Q,0
ORD_00026,14.00,6,Pizza,"Pizza Margherita Large",20:25:04,"038 Loftsgordon Way",,Queens,0007Q,0
ORD_00026,4.00,6,Beverage,"Sparkling Water 1.5l",20:25:04,"038 Loftsgordon Way",,Queens,0007Q,0
ORD_00027,19.00,8,Pizza,"Pizza Diavola Large",21:08:49,"67019 Mendota Crossing",,Brooklyn,0005B,1
ORD_00027,15.00,1,Pizza,"Pizza Pepperoni Regular",21:08:49,"67019 Mendota Crossing",,Brooklyn,0005B,1
ORD_00027,18.00,3,Pizza,"Pizza Napolitana Large",21:08:49,"67019 Mendota Crossing",,Brooklyn,0005B,1
ORD_00027,17.00,8,Pizza,"Pizza Pepperoni Large",21:08:49,"67019 Mendota Crossing",,Brooklyn,0005B,1
ORD_00027,7.00,1,Dessert,"Banoffee Pie",21:08:49,"67019 Mendota Crossing",,Brooklyn,0005B,1
ORD_00027,2.00,1,Beverage,"Sparkling Water 33cl",21:08:49,"67019 Mendota Crossing",,Brooklyn,0005B,1
ORD_00028,6.00,7,Beverage,"Fanta 1.5l",12:50:07,"83 Oriole Road","Room 1567",Queens,0007Q,1
ORD_00028,19.00,3,Pizza,"Pizza Quattro Formaggi Large",12:50:07,"83 Oriole Road","Room 1567",Queens,0007Q,1
ORD_00028,16.00,9,Pizza,"Pizza Diavola Regular",12:50:07,"83 Oriole Road","Room 1567",Queens,0007Q,1
ORD_00028,2.00,6,Beverage,"Sparkling Water 33cl",12:50:07,"83 Oriole Road","Room 1567",Queens,0007Q,1
ORD_00029,16.00,9,Pizza,"Pizza Napolitana Regular",19:41:45,"43 Red Cloud Crossing",,"Staten Island",0010SI,0
ORD_00030,5.00,8,Side,Breadsticks,12:18:45,"9 Duke Way",,Queens,0007Q,0
ORD_00031,5.00,9,Dessert,"Fruit salad",13:30:51,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00031,5.00,1,Dessert,"Chocolate Brownie",13:30:51,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00031,3.00,10,Beverage,"Diet Coke 33cl",13:30:51,"0970 Valley Edge Circle","17th Floor",Queens,0007Q,1
ORD_00033,5.00,8,Dessert,"Fruit salad",12:26:50,"5093 Westridge Way",,Brooklyn,0005B,0
ORD_00033,3.00,6,Beverage,"7 Up 33cl",12:26:50,"5093 Westridge Way",,Brooklyn,0005B,0
ORD_00033,20.00,4,Pizza,"Pizza Seafood Large",12:26:50,"5093 Westridge Way",,Brooklyn,0005B,0
ORD_00034,2.00,10,Beverage,"Sparkling Water 33cl",21:36:01,"0566 Bashford Street","Apt 1112",Brooklyn,0005B,1
ORD_00034,20.00,6,Pizza,"Pizza Seafood Large",21:36:01,"0566 Bashford Street","Apt 1112",Brooklyn,0005B,1
ORD_00035,17.00,4,Pizza,"Pizza Seafood Regular",20:43:26,"5415 Spohn Junction",,Queens,0007Q,1
ORD_00036,6.00,6,Beverage,"Coca Cola 1.5l",22:17:09,"4458 Twin Pines Crossing","PO Box 93258",Brooklyn,0005B,0
ORD_00036,2.00,5,Beverage,"Sparkling Water 33cl",22:17:09,"4458 Twin Pines Crossing","PO Box 93258",Brooklyn,0005B,0
ORD_00036,6.00,4,Beverage,"Coca Cola 1.5l",22:17:09,"4458 Twin Pines Crossing","PO Box 93258",Brooklyn,0005B,0
ORD_00036,3.00,3,Beverage,"7 Up 33cl",22:17:09,"4458 Twin Pines Crossing","PO Box 93258",Brooklyn,0005B,0
ORD_00037,19.00,6,Pizza,"Pizza Quattro Formaggi Large",22:44:07,"13 Fulton Avenue","Room 1496",Manhattan,0001M,1
ORD_00037,14.00,5,Pizza,"Pizza Margherita Large",22:44:07,"13 Fulton Avenue","Room 1496",Manhattan,0001M,1
ORD_00038,20.00,7,Pizza,"Pizza Seafood Large",18:40:24,"73 Longview Point",,Bronx,0004B,1
ORD_00038,15.00,6,Pizza,"Pizza Hawaiian Regular",18:40:24,"73 Longview Point",,Bronx,0004B,1
ORD_00039,6.00,9,Dessert,"Vanilla Ice Cream",13:14:26,"693 Bellgrove Crossing",,Brooklyn,0005B,0
ORD_00039,4.00,7,Beverage,"Sparkling Water 1.5l",13:14:26,"693 Bellgrove Crossing",,Brooklyn,0005B,0
ORD_00039,6.00,3,Beverage,"Diet Coke 1.5l",13:14:26,"693 Bellgrove Crossing",,Brooklyn,0005B,0
ORD_00040,18.00,2,Pizza,"Pizza Napolitana Large",22:15:01,"13 Fulton Avenue","Room 1496",Manhattan,0001M,0
ORD_00040,19.00,9,Pizza,"Pizza Quattro Formaggi Large",22:15:01,"13 Fulton Avenue","Room 1496",Manhattan,0001M,0
ORD_00040,18.00,2,Pizza,"Pizza Parmigiana Large",22:15:01,"13 Fulton Avenue","Room 1496",Manhattan,0001M,0
ORD_00041,3.00,6,Beverage,"Coca Cola 33cl",13:26:39,"226 Scott Center",,Brooklyn,0005B,1
ORD_00041,7.00,10,Side,"Caesar Salad",13:26:39,"226 Scott Center",,Brooklyn,0005B,1
ORD_00042,14.00,5,Pizza,"Pizza Margherita Large",22:39:53,"30 Fremont Pass",,Queens,0007Q,1
ORD_00043,7.00,8,Side,"Caesar Salad",21:36:37,"406 Kropf Circle",,"Staten Island",0010SI,0
ORD_00043,16.00,2,Pizza,"Pizza Napolitana Regular",21:36:37,"406 Kropf Circle",,"Staten Island",0010SI,0
ORD_00043,6.00,2,Beverage,"7 Up 1.5l",21:36:37,"406 Kropf Circle",,"Staten Island",0010SI,0
ORD_00043,16.00,2,Pizza,"Pizza Diavola Regular",21:36:37,"406 Kropf Circle",,"Staten Island",0010SI,0
ORD_00043,14.00,4,Pizza,"Pizza Margherita Large",21:36:37,"406 Kropf Circle",,"Staten Island",0010SI,0
ORD_00043,19.00,4,Pizza,"Pizza Quattro Formaggi Large",21:36:37,"406 Kropf Circle",,"Staten Island",0010SI,0
ORD_00044,17.00,4,Pizza,"Pizza Pepperoni Large",21:34:40,"4 Maple Wood Street",,Manhattan,0001M,1
ORD_00044,17.00,4,Pizza,"Pizza Seafood Regular",21:34:40,"4 Maple Wood Street",,Manhattan,0001M,1
ORD_00044,16.00,6,Pizza,"Pizza Napolitana Regular",21:34:40,"4 Maple Wood Street",,Manhattan,0001M,1
ORD_00044,16.00,4,Pizza,"Pizza Napolitana Regular",21:34:40,"4 Maple Wood Street",,Manhattan,0001M,1
ORD_00044,5.00,4,Dessert,"Fruit salad",21:34:40,"4 Maple Wood Street",,Manhattan,0001M,1
ORD_00046,2.00,9,Beverage,"Sparkling Water 33cl",11:42:47,"13654 Sutherland Plaza","Suite 38",Bronx,0004B,0
ORD_00047,17.00,8,Pizza,"Pizza Seafood Regular",19:16:58,"7407 Service Court",,Manhattan,0001M,1
ORD_00047,3.00,8,Beverage,"7 Up 33cl",19:16:58,"7407 Service Court",,Manhattan,0001M,1
ORD_00048,4.00,2,Beverage,"Sparkling Water 1.5l",13:05:50,"176 Evergreen Junction",,Brooklyn,0005B,1
ORD_00048,3.00,4,Beverage,"Coca Cola 33cl",13:05:50,"176 Evergreen Junction",,Brooklyn,0005B,1
ORD_00048,6.00,4,Dessert,"Chocolate Ice Cream",13:05:50,"176 Evergreen Junction",,Brooklyn,0005B,1
ORD_00048,6.00,7,Dessert,"Strawberry Ice Cream",13:05:50,"176 Evergreen Junction",,Brooklyn,0005B,1
ORD_00048,6.00,2,Dessert,"Pistachio Ice Crearn",13:05:50,"176 Evergreen Junction",,Brooklyn,0005B,1
ORD_00049,6.00,9,Beverage,"Coca Cola 1.5l",10:39:24,"2018 Holmberg Point",,Bronx,0004B,0
ORD_00049,15.00,6,Pizza,"Pizza Parmigiana Regular",10:39:24,"2018 Holmberg Point",,Bronx,0004B,0
ORD_00049,14.00,7,Pizza,"Pizza Margherita Large",10:39:24,"2018 Holmberg Point",,Bronx,0004B,0
ORD_00050,17.00,3,Pizza,"Pizza Seafood Regular",19:29:13,"473 Colorado Junction",,"Staten Island",0010SI,0
ORD_00051,15.00,4,Pizza,"Pizza Hawaiian Regular",21:06:32,"730 Mallard Point",,"Staten Island",0010SI,1
ORD_00051,19.00,6,Pizza,"Pizza Quattro Formaggi Large",21:06:32,"730 Mallard Point",,"Staten Island",0010SI,1
ORD_00052,3.00,6,Beverage,"Diet Coke 33cl",12:21:48,"8085 Ridgeway Trail",,Brooklyn,0005B,1
ORD_00052,3.00,2,Beverage,"7 Up 33cl",12:21:48,"8085 Ridgeway Trail",,Brooklyn,0005B,1
ORD_00053,15.00,2,Pizza,"Pizza Hawaiian Regular",11:14:42,"980 Wayridge Way",,Queens,0007Q,0
ORD_00053,16.00,1,Pizza,"Pizza Diavola Regular",11:14:42,"980 Wayridge Way",,Queens,0007Q,0
ORD_00053,14.00,7,Pizza,"Pizza Margherita Large",11:14:42,"980 Wayridge Way",,Queens,0007Q,0
ORD_00054,2.00,9,Beverage,"Sparkling Water 33cl",21:45:29,"87526 3rd Place",,Brooklyn,0005B,1
ORD_00054,6.00,1,Beverage,"Diet Coke 1.5l",21:45:29,"87526 3rd Place",,Brooklyn,0005B,1
ORD_00054,14.00,6,Pizza,"Pizza Margherita Large",21:45:29,"87526 3rd Place",,Brooklyn,0005B,1
ORD_00056,6.00,5,Beverage,"Diet Coke 1.5l",13:43:45,"87050 Valley Edge Plaza",,Manhattan,0001M,0
ORD_00056,16.00,9,Pizza,"Pizza Quattro Formaggi Regular",13:43:45,"87050 Valley Edge Plaza",,Manhattan,0001M,0
ORD_00056,6.00,6,Beverage,"Coca Cola 1.5l",13:43:45,"87050 Valley Edge Plaza",,Manhattan,0001M,0
ORD_00057,17.00,1,Pizza,"Pizza Pepperoni Large",19:10:11,"3 Bay Junction","Suite 42","Staten Island",0010SI,1
ORD_00058,7.00,4,Side,"Caesar Salad",13:32:06,"30096 School Center",,Manhattan,0001M,1
ORD_00059,17.00,5,Pizza,"Pizza Pepperoni Large",11:20:33,"0 Arapahoe Pass",,Brooklyn,0005B,0
ORD_00059,3.00,5,Beverage,"Fanta 33cl",11:20:33,"0 Arapahoe Pass",,Brooklyn,0005B,0
ORD_00060,19.00,2,Pizza,"Pizza Diavola Large",20:50:34,"896 Duke Junction","8th Floor","Staten Island",0010SI,0
ORD_00060,3.00,3,Beverage,"Fanta 33cl",20:50:34,"896 Duke Junction","8th Floor","Staten Island",0010SI,0
ORD_00060,7.00,2,Side,"Chicken Wings",20:50:34,"896 Duke Junction","8th Floor","Staten Island",0010SI,0
ORD_00060,6.00,8,Dessert,"Vanilla Ice Cream",20:50:34,"896 Duke Junction","8th Floor","Staten Island",0010SI,0
ORD_00060,7.00,1,Dessert,"Banoffee Pie",20:50:34,"896 Duke Junction","8th Floor","Staten Island",0010SI,0
ORD_00062,3.00,1,Beverage,"7 Up 33cl",12:10:34,"1 Lakeland Pass",,Bronx,0004B,1
ORD_00062,6.00,10,Beverage,"Coca Cola 1.5l",12:10:34,"1 Lakeland Pass",,Bronx,0004B,1
ORD_00063,6.00,3,Side,"Garlic Bread",19:26:36,"259 Arrowood Avenue",,Manhattan,0001M,0
ORD_00063,6.00,8,Dessert,"Chocolate Ice Cream",19:26:36,"259 Arrowood Avenue",,Manhattan,0001M,0
ORD_00063,3.00,1,Beverage,"Diet Coke 33cl",19:26:36,"259 Arrowood Avenue",,Manhattan,0001M,0
ORD_00063,15.00,2,Pizza,"Pizza Parmigiana Regular",19:26:36,"259 Arrowood Avenue",,Manhattan,0001M,0
ORD_00064,5.00,9,Dessert,"Chocolate Brownie",18:44:30,"71961 Mendota Alley",,Manhattan,0001M,1
ORD_00064,15.00,9,Pizza,"Pizza Hawaiian Regular",18:44:30,"71961 Mendota Alley",,Manhattan,0001M,1
ORD_00064,16.00,7,Pizza,"Pizza Quattro Formaggi Regular",18:44:30,"71961 Mendota Alley",,Manhattan,0001M,1
ORD_00064,3.00,1,Beverage,"Fanta 33cl",18:44:30,"71961 Mendota Alley",,Manhattan,0001M,1
ORD_00064,7.00,4,Side,"Caesar Salad",18:44:30,"71961 Mendota Alley",,Manhattan,0001M,1
ORD_00065,6.00,3,Dessert,"Strawberry Ice Cream",20:54:42,"847 Blackbird Road",,Brooklyn,0005B,1
ORD_00065,6.00,6,Beverage,"7 Up 1.5l",20:54:42,"847 Blackbird Road",,Brooklyn,0005B,1
ORD_00065,20.00,2,Pizza,"Pizza Seafood Large",20:54:42,"847 Blackbird Road",,Brooklyn,0005B,1
ORD_00065,6.00,7,Dessert,"Pistachio Ice Crearn",20:54:42,"847 Blackbird Road",,Brooklyn,0005B,1
ORD_00066,16.00,4,Pizza,"Pizza Diavola Regular",11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00066,12.00,5,Pizza,"Pizza Margherita Regular",11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00066,14.00,9,Pizza,"Pizza Margherita Large",11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00066,2.00,10,Beverage,"Sparkling Water 33cl",11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00066,5.00,10,Side,Breadsticks,11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00066,19.00,7,Pizza,"Pizza Diavola Large",11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00066,3.00,2,Beverage,"Diet Coke 33cl",11:16:16,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00067,18.00,6,Pizza,"Pizza Parmigiana Large",12:40:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00067,2.00,4,Beverage,"Sparkling Water 33cl",12:40:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00068,6.00,4,Beverage,"7 Up 1.5l",18:32:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00068,16.00,2,Pizza,"Pizza Quattro Formaggi Regular",18:32:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00068,7.00,7,Side,"Chicken Wings",18:32:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00068,6.00,1,Dessert,"Chocolate Ice Cream",18:32:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00068,17.00,8,Pizza,"Pizza Hawaiian Large",18:32:49,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00069,19.00,2,Pizza,"Pizza Diavola Large",12:28:39,"1 Anhalt Circle",,Queens,0007Q,0
ORD_00069,19.00,2,Pizza,"Pizza Quattro Formaggi Large",12:28:39,"1 Anhalt Circle",,Queens,0007Q,0
ORD_00069,3.00,1,Beverage,"Coca Cola 33cl",12:28:39,"1 Anhalt Circle",,Queens,0007Q,0
ORD_00070,5.00,6,Dessert,"Fruit salad",22:18:19,"1668 Emmet Park",,Manhattan,0001M,0
ORD_00070,6.00,9,Beverage,"7 Up 1.5l",22:18:19,"1668 Emmet Park",,Manhattan,0001M,0
ORD_00070,16.00,7,Pizza,"Pizza Quattro Formaggi Regular",22:18:19,"1668 Emmet Park",,Manhattan,0001M,0
ORD_00071,4.00,6,Beverage,"Sparkling Water 1.5l",20:45:45,"1668 Emmet Park",,Manhattan,0001M,1
ORD_00071,16.00,7,Pizza,"Pizza Napolitana Regular",20:45:45,"1668 Emmet Park",,Manhattan,0001M,1
ORD_00071,5.00,6,Dessert,"Fruit salad",20:45:45,"1668 Emmet Park",,Manhattan,0001M,1
ORD_00072,12.00,4,Pizza,"Pizza Margherita Regular",20:41:16,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00072,3.00,1,Beverage,"Coca Cola 33cl",20:41:16,"61054 Monument Crossing",,Manhattan,0001M,1
ORD_00073,3.00,4,Beverage,"Diet Coke 33cl",19:47:51,"61054 Monument Crossing",,Manhattan,0001M,0
ORD_00074,15.00,1,Pizza,"Pizza Pepperoni Regular",10:58:20,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00074,6.00,1,Dessert,"Pistachio Ice Crearn",10:58:20,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00074,6.00,5,Beverage,"Diet Coke 1.5l",10:58:20,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00075,3.00,7,Beverage,"Fanta 33cl",22:01:09,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00075,16.00,8,Pizza,"Pizza Diavola Regular",22:01:09,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00075,19.00,10,Pizza,"Pizza Quattro Formaggi Large",22:01:09,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00075,4.00,3,Beverage,"Sparkling Water 1.5l",22:01:09,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00076,17.00,4,Pizza,"Pizza Pepperoni Large",12:01:12,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00076,19.00,9,Pizza,"Pizza Diavola Large",12:01:12,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00076,16.00,10,Pizza,"Pizza Quattro Formaggi Regular",12:01:12,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00077,19.00,5,Pizza,"Pizza Quattro Formaggi Large",19:09:51,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00077,2.00,3,Beverage,"Sparkling Water 33cl",19:09:51,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00077,6.00,7,Beverage,"Diet Coke 1.5l",19:09:51,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00078,6.00,8,Side,"Garlic Bread",18:53:37,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00078,12.00,4,Pizza,"Pizza Margherita Regular",18:53:37,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00078,15.00,9,Pizza,"Pizza Pepperoni Regular",18:53:37,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00078,5.00,2,Dessert,"Fruit salad",18:53:37,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00080,6.00,9,Side,"Garlic Bread",12:45:40,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00080,6.00,9,Side,"Garlic Bread",12:45:40,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00080,3.00,2,Beverage,"Fanta 33cl",12:45:40,"147 Arizona Plaza",,"Staten Island",0010SI,0
ORD_00081,5.00,10,Side,Breadsticks,12:49:23,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00081,3.00,3,Beverage,"7 Up 33cl",12:49:23,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00081,3.00,1,Beverage,"Fanta 33cl",12:49:23,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00081,6.00,2,Beverage,"Diet Coke 1.5l",12:49:23,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00082,2.00,10,Beverage,"Sparkling Water 33cl",22:33:58,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00082,6.00,7,Dessert,"Strawberry Ice Cream",22:33:58,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00082,5.00,3,Dessert,"Chocolate Brownie",22:33:58,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00085,2.00,5,Beverage,"Sparkling Water 33cl",12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
ORD_00085,6.00,5,Dessert,"Strawberry Ice Cream",12:46:05,"147 Arizona Plaza",,"Staten Island",0010SI,1
